date,district,upazila,lat,lon,temperature,rainfall,humidity,ndvi,soil_moisture,malaria_api,malaria_tpr,dengue_incidence,diarrhoea_incidence,hospital_admissions
2017-02-09,Rajshahi,Upazila_7,23.195,89.4529,27.33,156.58,71.21,0.39,0.27,1,0.014682883650977164,4,11,2
2017-02-09,Rajshahi,Upazila_8,23.1594,90.0721,29.86,58.0,83.84,0.89,0.24,5,0.15243281320938765,3,4,8
2017-02-09,Rajshahi,Upazila_9,22.861,90.7607,28.61,126.4,71.29,0.35,0.15,3,0.19330677902494506,3,5,2
2017-02-09,Rajshahi,Upazila_10,22.2336,90.8767,29.36,44.76,86.63,0.76,0.39,9,0.18154534218744844,2,6,7
2017-02-09,Khulna,Upazila_1,22.9618,90.3814,29.35,168.3,84.94,0.78,0.26,2,0.10011460014149981,1,5,7
2017-02-09,Khulna,Upazila_2,23.216,89.6984,28.2,93.35,82.68,0.31,0.26,3,0.08419350202676479,4,8,6
2017-02-09,Khulna,Upazila_3,23.2171,89.3451,28.79,130.48,63.76,0.72,0.15,6,0.12446653315463344,6,5,3
2017-02-09,Khulna,Upazila_4,23.7592,90.4356,28.41,99.32,82.26,0.84,0.11,4,0.05270534128801829,4,7,5
2017-02-09,Khulna,Upazila_5,23.9079,90.3496,26.17,7.38,67.69,0.58,0.43,2,0.13642384561412232,0,7,6
2017-02-09,Khulna,Upazila_6,22.4298,89.8705,28.08,213.51,61.6,0.42,0.29,3,0.1461587065258196,2,9,2
2017-02-09,Khulna,Upazila_7,22.8283,89.0437,28.22,120.29,62.1,0.6,0.4,12,0.16694039435973496,1,9,3
2017-02-09,Khulna,Upazila_8,22.9175,90.98,27.56,132.63,66.93,0.51,0.42,7,0.10200006121878985,4,3,3
2017-02-09,Khulna,Upazila_9,22.2156,90.0396,27.71,119.72,69.71,0.41,0.3,6,0.037419041248292276,8,9,9
2017-02-09,Khulna,Upazila_10,22.2671,90.1927,28.48,104.56,84.66,0.21,0.18,4,0.05563636140691153,6,8,4
2017-02-09,Barisal,Upazila_1,22.0232,90.7359,27.58,162.9,63.83,0.47,0.48,5,0.1404859539067804,3,11,3
2017-02-09,Barisal,Upazila_2,22.7921,89.6552,28.72,172.17,72.49,0.32,0.41,6,0.05604358774159806,5,9,4
2017-02-09,Barisal,Upazila_3,22.3568,89.8821,28.84,198.28,83.62,0.61,0.24,2,0.09161677559802439,4,7,5
2017-02-09,Barisal,Upazila_4,23.8414,90.578,26.65,104.81,78.55,0.44,0.43,5,0.06326763682983705,4,8,4
2017-02-09,Barisal,Upazila_5,22.8609,90.9853,26.93,30.88,69.48,0.61,0.33,4,0.14608329056757105,2,7,0
2017-02-09,Barisal,Upazila_6,22.5024,90.7104,27.09,43.42,66.77,0.37,0.3,4,0.16026559400619145,2,5,5
2017-02-09,Barisal,Upazila_7,23.7503,90.8512,29.18,71.83,63.23,0.49,0.36,6,0.1255791546997925,4,7,3
2017-02-09,Barisal,Upazila_8,23.789,89.7951,29.44,32.26,61.01,0.49,0.25,6,0.07933841061041508,8,4,9
2017-02-09,Barisal,Upazila_9,22.8629,90.19,29.83,144.52,81.0,0.35,0.44,5,0.13151299784536924,1,2,3
2017-02-09,Barisal,Upazila_10,22.1732,90.3743,27.28,110.7,76.15,0.77,0.22,4,0.09290470431366107,3,5,7
2017-02-16,Dhaka,Upazila_1,23.5018,89.2459,28.8,105.08,68.34,0.85,0.28,3,0.06142955721791097,0,7,6
2017-02-16,Dhaka,Upazila_2,22.0334,89.0785,29.97,58.91,77.41,0.34,0.3,3,0.07924609124929323,1,4,0
2017-02-16,Dhaka,Upazila_3,23.3195,89.0194,25.65,124.1,73.33,0.52,0.2,4,0.06853007693482252,4,7,5
2017-02-16,Dhaka,Upazila_4,22.6502,89.1632,26.62,130.58,67.28,0.52,0.48,10,0.005573403199734273,2,8,5
2017-02-16,Dhaka,Upazila_5,23.794,89.9605,28.73,165.02,66.44,0.68,0.28,5,0.049347650470205354,1,7,3
2017-02-16,Dhaka,Upazila_6,22.5579,90.5314,28.46,79.81,65.37,0.73,0.23,6,0.05045082385153892,2,10,2
2017-02-16,Dhaka,Upazila_7,22.8728,90.6214,28.57,110.22,88.05,0.31,0.41,3,0.04305947846406497,6,6,1
2017-02-16,Dhaka,Upazila_8,23.9642,90.7461,28.65,197.27,89.35,0.88,0.41,5,0.053701746500347425,2,9,9
2017-02-16,Dhaka,Upazila_9,23.5329,89.8832,28.62,163.17,72.57,0.75,0.35,4,0.19689259102804177,5,7,4
2017-02-16,Dhaka,Upazila_10,22.3031,90.3275,29.45,52.01,75.72,0.22,0.44,8,0.06259811202022399,4,6,0
2017-02-16,Chittagong,Upazila_1,22.1186,90.2901,28.0,66.57,83.81,0.83,0.21,6,0.09064921951543042,3,5,3
2017-02-16,Chittagong,Upazila_2,22.7772,89.9271,28.1,120.41,70.54,0.24,0.39,6,0.06976842984533564,4,4,4
2017-02-16,Chittagong,Upazila_3,22.9966,90.5669,27.66,144.92,65.93,0.24,0.46,8,0.18729678356768562,6,11,7
2017-02-16,Chittagong,Upazila_4,22.5488,90.2975,29.82,24.7,86.88,0.43,0.34,5,0.11990644741266626,6,5,6
2017-02-16,Chittagong,Upazila_5,22.4531,89.0197,27.49,69.45,65.99,0.62,0.12,3,0.1486954874193025,3,6,4
2017-02-16,Chittagong,Upazila_6,23.8427,90.8045,27.88,79.93,77.76,0.59,0.19,6,0.0638387114828937,2,12,2
2017-02-16,Chittagong,Upazila_7,23.8178,90.283,27.93,101.45,63.63,0.72,0.2,1,0.0021981662171737027,1,8,6
2017-02-16,Chittagong,Upazila_8,22.9849,90.3471,28.25,122.95,69.92,0.48,0.48,4,0.149537909573194,2,2,9
2017-02-16,Chittagong,Upazila_9,23.8131,89.629,27.03,97.7,77.75,0.3,0.21,2,0.099575446478803,5,7,4
2017-02-16,Chittagong,Upazila_10,22.4635,90.094,29.17,199.09,82.29,0.81,0.23,6,0.16578297277683698,3,8,1
2017-02-16,Rajshahi,Upazila_1,22.004,89.1226,28.65,194.16,81.79,0.82,0.47,6,0.17002408871729577,2,6,4
2017-02-16,Rajshahi,Upazila_2,23.9294,89.5122,28.77,107.49,75.01,0.4,0.27,5,0.028617589024825807,2,10,3
2017-02-16,Rajshahi,Upazila_3,22.7174,89.2671,27.23,111.12,77.56,0.72,0.4,2,0.11958752404082443,4,4,4
2017-02-16,Rajshahi,Upazila_4,23.7783,90.2025,28.52,43.09,83.81,0.65,0.37,7,0.043874628112051145,1,7,3
2017-02-16,Rajshahi,Upazila_5,22.8039,90.1291,27.31,166.73,60.54,0.3,0.31,6,0.014031974739404963,5,10,5
2017-02-16,Rajshahi,Upazila_6,22.1283,90.0162,28.12,143.63,69.65,0.58,0.34,4,0.18664458578042847,3,8,2
2017-02-16,Rajshahi,Upazila_7,23.2089,90.752,28.47,114.93,65.69,0.69,0.17,2,0.0621403682031509,1,8,1
2017-02-16,Rajshahi,Upazila_8,22.6517,89.598,26.91,49.58,74.93,0.43,0.26,5,0.09386521942276278,2,11,2
2017-02-16,Rajshahi,Upazila_9,22.6442,89.9439,30.52,122.08,66.78,0.52,0.23,9,0.04813945377819573,1,4,1
2017-02-16,Rajshahi,Upazila_10,22.8773,90.3611,28.44,133.94,86.95,0.63,0.17,1,0.18359380805263606,3,9,3
2017-02-16,Khulna,Upazila_1,23.5571,90.5658,28.39,73.45,86.32,0.59,0.21,5,0.06926158798149472,2,3,3
2017-02-16,Khulna,Upazila_2,22.1724,89.8978,27.98,112.95,73.29,0.42,0.41,6,0.11692177604867676,5,8,6
2017-02-16,Khulna,Upazila_3,23.4247,90.8527,27.82,59.87,83.98,0.72,0.49,3,0.11544411871911858,4,9,2
2017-02-16,Khulna,Upazila_4,23.4908,89.0997,28.88,136.02,60.92,0.33,0.38,0,0.05949408894904018,0,6,3
2017-02-16,Khulna,Upazila_5,23.9427,89.9868,28.22,24.38,67.16,0.44,0.14,3,0.13340937916786463,6,6,4
2017-02-16,Khulna,Upazila_6,22.5215,90.63,28.32,28.09,86.37,0.28,0.2,6,0.12487359963697953,4,6,7
2017-02-16,Khulna,Upazila_7,22.1384,89.8164,29.09,55.61,79.86,0.68,0.45,8,0.13746762755604178,2,10,4
2017-02-16,Khulna,Upazila_8,23.655,90.9469,28.35,80.36,89.28,0.55,0.49,3,0.17790241366666126,2,9,9
2017-02-16,Khulna,Upazila_9,22.9903,90.3411,29.97,70.68,62.11,0.63,0.29,3,0.038692848057174704,3,10,3
2017-02-16,Khulna,Upazila_10,22.3825,90.9105,27.27,113.89,72.13,0.3,0.42,5,0.19506648547338323,1,8,8
2017-02-16,Barisal,Upazila_1,22.3837,89.533,28.96,96.8,63.22,0.82,0.34,5,0.15759536619666117,3,6,3
2017-02-16,Barisal,Upazila_2,22.3505,89.4621,28.11,91.44,62.99,0.52,0.47,5,0.19056937737718688,4,11,3
2017-02-16,Barisal,Upazila_3,22.8652,90.1511,26.81,128.16,80.34,0.52,0.48,2,0.12336950235036942,5,6,3
2017-02-16,Barisal,Upazila_4,22.6142,90.286,29.07,111.76,77.25,0.48,0.16,7,0.05827894359963695,5,12,4
2017-02-16,Barisal,Upazila_5,22.5539,90.6289,29.17,93.93,67.06,0.64,0.37,7,0.0783715873486834,0,10,2
2017-02-16,Barisal,Upazila_6,23.9986,90.1697,27.75,146.01,62.66,0.25,0.19,11,0.024301909426358372,3,4,8
2017-02-16,Barisal,Upazila_7,23.8825,89.6129,27.71,124.23,66.1,0.51,0.26,5,0.016644355548735314,2,8,2
2017-02-16,Barisal,Upazila_8,23.8652,89.6109,28.44,105.53,60.23,0.22,0.48,8,0.1175046619209656,4,9,4
2017-02-16,Barisal,Upazila_9,22.491,90.4578,27.88,177.68,81.51,0.62,0.25,8,0.19647552843844152,4,9,7
2017-02-16,Barisal,Upazila_10,22.2761,90.9323,28.34,80.93,66.92,0.39,0.5,2,0.006686514539681877,4,5,7
2017-02-23,Dhaka,Upazila_1,23.2406,89.2681,30.67,93.63,80.4,0.77,0.35,3,0.12042670088399743,3,10,4
2017-02-23,Dhaka,Upazila_2,22.4012,89.1443,28.43,138.94,67.12,0.89,0.28,11,0.12746164388274875,4,6,4
2017-02-23,Dhaka,Upazila_3,23.264,89.7245,29.82,172.87,76.28,0.3,0.26,6,0.08829962921520339,3,9,4
2017-02-23,Dhaka,Upazila_4,23.9932,89.3268,28.41,161.33,75.33,0.41,0.48,6,0.13473074827598436,4,6,4
2017-02-23,Dhaka,Upazila_5,23.085,89.0312,29.4,25.89,64.66,0.35,0.46,3,0.13821107539579133,1,8,3
2017-02-23,Dhaka,Upazila_6,22.0391,89.1636,28.64,116.33,87.82,0.79,0.38,10,0.17344124234462333,3,7,3
2017-02-23,Dhaka,Upazila_7,22.3331,90.7478,28.46,66.47,65.38,0.67,0.46,3,0.07203365257253216,2,6,7
2017-02-23,Dhaka,Upazila_8,23.4034,89.6137,30.2,91.56,79.43,0.23,0.31,4,0.02276098499766728,4,12,1
2017-02-23,Dhaka,Upazila_9,23.936,89.8183,29.35,106.92,80.66,0.88,0.42,4,0.18327136190991944,3,10,3
2017-02-23,Dhaka,Upazila_10,23.733,90.519,30.61,94.85,80.45,0.45,0.44,6,0.05478810211257828,3,4,3
2017-02-23,Chittagong,Upazila_1,23.6254,89.3186,27.94,45.38,81.68,0.31,0.32,6,0.16879382570549437,3,8,2
2017-02-23,Chittagong,Upazila_2,23.7839,89.2554,28.64,108.85,80.24,0.77,0.49,4,0.08840444674589079,2,7,5
2017-02-23,Chittagong,Upazila_3,23.0438,90.0308,30.18,51.18,68.27,0.27,0.4,4,0.06677132615771396,3,11,3
2017-02-23,Chittagong,Upazila_4,22.4888,89.9122,28.62,7.91,68.09,0.56,0.27,4,0.03200707322530729,2,2,3
2017-02-23,Chittagong,Upazila_5,23.2711,90.6303,27.39,112.15,60.43,0.32,0.21,6,0.031859015103588774,3,6,5
2017-02-23,Chittagong,Upazila_6,23.8938,90.7337,29.66,134.59,66.05,0.41,0.22,3,0.14705335704205608,2,6,4
2017-02-23,Chittagong,Upazila_7,23.2268,90.0705,29.75,59.69,61.98,0.7,0.28,6,0.15518681706607396,2,8,3
2017-02-23,Chittagong,Upazila_8,22.709,90.9289,26.65,160.63,65.08,0.23,0.37,5,0.07896488536514622,3,9,7
2017-02-23,Chittagong,Upazila_9,23.3044,89.0794,27.66,154.12,69.63,0.51,0.19,6,0.12196160499856315,3,9,2
2017-02-23,Chittagong,Upazila_10,23.4687,90.8873,29.88,36.27,67.81,0.62,0.11,5,0.13397691537482867,3,5,6
2017-02-23,Rajshahi,Upazila_1,22.4434,89.9853,28.09,121.4,72.48,0.6,0.48,0,0.15560152889529347,8,6,4
2017-02-23,Rajshahi,Upazila_2,23.952,89.3332,28.93,31.94,65.95,0.54,0.47,5,0.03545054529832028,2,13,6
2017-02-23,Rajshahi,Upazila_3,23.2263,90.7214,29.36,19.39,85.58,0.32,0.29,4,0.0730801515699655,2,10,4
2017-02-23,Rajshahi,Upazila_4,22.6728,90.7874,27.35,144.23,64.31,0.74,0.37,10,0.0931476295021321,2,10,7
2017-02-23,Rajshahi,Upazila_5,22.7661,89.6782,30.73,49.49,85.51,0.81,0.2,8,0.09707066599677516,2,10,5
2017-02-23,Rajshahi,Upazila_6,23.1695,89.3713,28.14,59.38,67.48,0.32,0.17,4,0.04391320834820296,4,8,5
2017-02-23,Rajshahi,Upazila_7,23.6208,90.6661,29.4,121.78,61.74,0.73,0.45,9,0.17140456284900418,7,11,1
2017-02-23,Rajshahi,Upazila_8,22.7563,90.263,28.32,86.06,88.55,0.56,0.21,7,0.15953656837196084,1,4,2
2017-02-23,Rajshahi,Upazila_9,22.2882,89.2432,28.43,66.76,62.28,0.27,0.16,10,0.15200226395461536,3,6,2
2017-02-23,Rajshahi,Upazila_10,22.5458,90.12,28.71,91.19,69.92,0.33,0.31,2,0.11721968908095502,2,7,4
2017-02-23,Khulna,Upazila_1,23.9049,90.4676,29.91,48.65,64.76,0.31,0.4,13,0.12156565522907124,3,5,7
2017-02-23,Khulna,Upazila_2,22.5629,89.9222,30.24,102.58,68.13,0.67,0.45,10,0.19969849384757063,2,3,6
2017-02-23,Khulna,Upazila_3,23.9677,90.1804,30.56,89.99,82.3,0.46,0.1,5,0.06695618326146476,2,10,4
2017-02-23,Khulna,Upazila_4,23.8542,89.7241,28.29,122.14,64.94,0.23,0.26,8,0.17696120662327702,4,8,4
2017-02-23,Khulna,Upazila_5,23.9279,89.085,30.8,113.45,76.77,0.79,0.23,7,0.013903940268647497,7,9,5
2017-02-23,Khulna,Upazila_6,22.9701,89.0534,28.44,113.13,60.27,0.21,0.23,7,0.1737309089180441,3,4,4
2017-02-23,Khulna,Upazila_7,22.411,89.9873,28.43,134.28,71.28,0.78,0.49,7,0.03480730927763383,6,9,0
2017-02-23,Khulna,Upazila_8,22.8569,90.351,30.06,205.62,68.43,0.75,0.47,7,0.08072673062960684,6,7,4
2017-02-23,Khulna,Upazila_9,23.868,90.3774,28.19,100.64,86.69,0.5,0.31,2,0.14213912384255564,7,10,5
2017-02-23,Khulna,Upazila_10,22.9373,90.3182,29.97,178.53,73.88,0.22,0.4,6,0.19474112125859974,1,4,2
2017-02-23,Barisal,Upazila_1,23.3984,90.6695,28.27,26.69,80.11,0.68,0.15,6,0.1655250483377753,3,9,3
2017-02-23,Barisal,Upazila_2,23.2984,89.1698,29.9,96.73,72.25,0.32,0.45,4,0.10070826684621491,4,6,3
2017-02-23,Barisal,Upazila_3,22.0783,89.0789,27.55,121.57,72.67,0.8,0.27,6,0.19540404614408857,6,8,3
2017-02-23,Barisal,Upazila_4,23.7975,90.2133,29.38,108.9,65.89,0.58,0.47,2,0.05657437137717019,1,5,3
2017-02-23,Barisal,Upazila_5,23.827,90.5777,30.86,27.79,82.76,0.57,0.12,2,0.15153666198266794,4,7,1
2017-02-23,Barisal,Upazila_6,22.8637,89.3182,28.39,174.97,87.84,0.75,0.21,4,0.10270570361558323,2,9,1
2017-02-23,Barisal,Upazila_7,23.1607,89.6575,28.66,60.59,87.81,0.82,0.33,9,0.18731202972965366,2,4,10
2017-02-23,Barisal,Upazila_8,23.1276,90.3603,28.55,116.52,68.9,0.88,0.38,6,0.1876113404865042,3,7,4
2017-02-23,Barisal,Upazila_9,22.7562,89.9586,29.4,71.28,86.0,0.75,0.29,4,0.11772283151309713,3,7,4
2017-02-23,Barisal,Upazila_10,23.1866,90.0738,29.45,195.63,80.5,0.48,0.39,10,0.18202105218630338,5,5,2
2017-03-02,Dhaka,Upazila_1,22.1002,90.7548,29.89,70.52,82.01,0.35,0.32,3,0.04665245793553044,4,6,4
2017-03-02,Dhaka,Upazila_2,23.4697,90.1105,29.32,165.75,75.18,0.38,0.38,6,0.07314474655068784,4,2,2
2017-03-02,Dhaka,Upazila_3,23.6117,89.1304,30.24,164.44,61.5,0.56,0.38,3,0.0011903017108408688,5,4,1
2017-03-02,Dhaka,Upazila_4,22.6733,90.2226,29.03,89.67,78.43,0.77,0.3,8,0.16508060276220002,4,7,4
2017-03-02,Dhaka,Upazila_5,22.3683,90.3943,27.8,148.56,82.43,0.29,0.17,3,0.10463944856753418,3,6,7
2017-03-02,Dhaka,Upazila_6,22.1179,89.8294,29.02,61.54,60.6,0.38,0.29,4,0.09940560060830855,0,14,5
2017-03-02,Dhaka,Upazila_7,23.3172,90.4638,27.45,20.87,61.77,0.57,0.45,4,0.12306747636910272,9,1,5
2017-03-02,Dhaka,Upazila_8,23.0132,90.6974,29.9,19.39,78.24,0.53,0.41,6,0.07108664761293422,2,4,3
2017-03-02,Dhaka,Upazila_9,23.915,89.9434,29.11,88.89,69.92,0.9,0.47,3,0.1527162751769758,1,7,4
2017-03-02,Dhaka,Upazila_10,23.5099,89.6705,29.38,154.32,64.31,0.5,0.19,4,0.11497612136934865,2,5,3
2017-03-02,Chittagong,Upazila_1,22.9742,89.018,29.17,53.45,87.82,0.61,0.13,4,0.15827593613260266,4,2,8
2017-03-02,Chittagong,Upazila_2,23.1573,90.3453,28.93,88.1,87.4,0.58,0.42,4,0.18436002049925862,4,7,4
2017-03-02,Chittagong,Upazila_3,22.6418,90.9979,29.46,1.11,66.96,0.64,0.38,5,0.008395320947968465,4,6,6
2017-03-02,Chittagong,Upazila_4,22.8438,89.1118,28.05,127.69,77.72,0.86,0.42,4,0.026077350632306897,4,9,2
2017-03-02,Chittagong,Upazila_5,22.3003,90.6977,30.38,35.19,67.64,0.41,0.49,4,0.14478808315648403,3,6,5
2017-03-02,Chittagong,Upazila_6,23.1739,90.6594,29.81,79.04,72.86,0.53,0.49,6,0.03429925843742998,1,6,2
2017-03-02,Chittagong,Upazila_7,23.0185,90.7888,27.86,192.79,75.0,0.9,0.42,4,0.09934971804286158,1,4,4
2017-03-02,Chittagong,Upazila_8,23.1292,89.9615,30.63,154.69,67.18,0.89,0.15,5,0.15491627554076934,2,4,2
2017-03-02,Chittagong,Upazila_9,22.9547,90.0616,29.9,128.45,63.77,0.83,0.37,5,0.10303843942314657,4,5,6
2017-03-02,Chittagong,Upazila_10,22.2923,89.4251,29.44,128.66,70.73,0.87,0.14,3,0.18164513453417008,4,10,6
2017-03-02,Rajshahi,Upazila_1,23.208,89.3386,27.46,50.6,66.24,0.34,0.49,8,0.168587330562671,1,8,3
2017-03-02,Rajshahi,Upazila_2,22.1704,90.8879,30.64,165.95,72.94,0.23,0.37,5,0.11315365483880163,0,2,8
2017-03-02,Rajshahi,Upazila_3,22.9889,89.6266,30.49,86.72,82.77,0.41,0.35,8,0.033129085624482045,4,7,3
2017-03-02,Rajshahi,Upazila_4,22.1386,90.2495,28.6,21.95,62.98,0.74,0.45,5,0.18279633845399645,3,5,3
2017-03-02,Rajshahi,Upazila_5,22.3329,89.9645,28.83,96.92,67.88,0.74,0.44,6,0.03251890387375458,5,4,4
2017-03-02,Rajshahi,Upazila_6,23.6537,89.107,29.47,118.87,73.03,0.79,0.33,6,0.07180860106830265,2,8,4
2017-03-02,Rajshahi,Upazila_7,22.5168,90.7894,30.86,65.57,64.72,0.61,0.18,2,0.11941876169186486,4,5,3
2017-03-02,Rajshahi,Upazila_8,23.9194,89.6105,31.73,142.0,79.55,0.41,0.12,4,0.03016855002832024,0,5,5
2017-03-02,Rajshahi,Upazila_9,22.2671,89.2145,29.62,71.48,87.31,0.42,0.43,4,0.12626245619676077,4,5,5
2017-03-02,Rajshahi,Upazila_10,23.4115,90.9998,28.44,131.04,87.54,0.87,0.38,5,0.11141706221911746,3,7,4
2017-03-02,Khulna,Upazila_1,22.9406,89.2423,28.15,174.39,75.64,0.35,0.35,7,0.16948502740895366,3,6,3
2017-03-02,Khulna,Upazila_2,22.6604,90.1247,29.2,39.65,70.99,0.5,0.16,2,0.021428621668201833,4,3,7
2017-03-02,Khulna,Upazila_3,23.2689,90.2748,29.04,127.72,65.79,0.26,0.23,8,0.0786503411966517,3,9,4
2017-03-02,Khulna,Upazila_4,22.8273,89.4078,28.8,91.25,68.36,0.55,0.33,7,0.1896202154666399,4,6,7
2017-03-02,Khulna,Upazila_5,22.5388,90.3628,29.65,44.44,62.97,0.46,0.39,6,0.043022079768742505,4,7,5
2017-03-02,Khulna,Upazila_6,22.0148,90.1898,30.18,106.21,84.54,0.42,0.4,4,0.03646594443735705,3,7,2
2017-03-02,Khulna,Upazila_7,23.0339,90.0128,29.9,88.5,82.92,0.2,0.23,5,0.01613354483045113,2,10,0
2017-03-02,Khulna,Upazila_8,23.2373,89.9017,29.98,191.95,68.39,0.3,0.23,4,0.1276742761575389,4,9,3
2017-03-02,Khulna,Upazila_9,23.1883,89.0723,28.55,106.82,88.08,0.83,0.4,4,0.19242873534264682,1,6,3
2017-03-02,Khulna,Upazila_10,23.0835,89.3967,29.11,123.71,65.24,0.3,0.31,6,0.04690439547814676,2,11,7
2017-03-02,Barisal,Upazila_1,22.7486,90.668,30.46,95.43,86.74,0.71,0.19,4,0.03844870003291308,2,4,8
2017-03-02,Barisal,Upazila_2,23.6768,89.2117,29.71,15.59,73.82,0.88,0.43,5,0.07836553212661904,2,3,5
2017-03-02,Barisal,Upazila_3,23.8897,89.3262,30.51,136.3,70.78,0.85,0.36,2,0.10388858610841385,3,5,2
2017-03-02,Barisal,Upazila_4,23.1489,89.5543,30.04,4.53,75.37,0.58,0.38,4,0.1408847103646543,0,9,5
2017-03-02,Barisal,Upazila_5,23.9122,90.3956,29.65,87.83,80.63,0.53,0.36,7,0.15321154803452375,5,9,3
2017-03-02,Barisal,Upazila_6,22.6801,90.0068,29.62,123.4,77.11,0.56,0.27,5,0.09468714708129373,4,7,5
2017-03-02,Barisal,Upazila_7,23.0114,90.2522,29.43,91.61,63.59,0.86,0.24,7,0.12640610527546062,1,7,5
2017-03-02,Barisal,Upazila_8,23.7511,90.443,29.86,194.0,71.85,0.48,0.36,5,0.10727404344296686,5,8,7
2017-03-02,Barisal,Upazila_9,23.6787,90.8862,29.72,173.16,78.58,0.27,0.35,6,0.07140249867020228,3,6,1
2017-03-02,Barisal,Upazila_10,23.425,90.4186,30.84,101.31,83.0,0.49,0.4,5,0.1949480978113526,2,7,4
2017-03-09,Dhaka,Upazila_1,22.8706,90.4992,29.83,151.81,70.6,0.54,0.46,5,0.09799273013186592,2,7,6
2017-03-09,Dhaka,Upazila_2,23.8612,90.114,30.15,121.38,61.12,0.54,0.11,10,0.1072827932929455,5,3,4
2017-03-09,Dhaka,Upazila_3,22.4904,90.1287,29.2,100.73,88.29,0.27,0.12,2,0.08799486111191729,2,2,3
2017-03-09,Dhaka,Upazila_4,23.6814,89.0942,29.95,148.88,79.33,0.5,0.3,7,0.17365021353228594,2,13,7
2017-03-09,Dhaka,Upazila_5,23.9546,90.4796,31.7,115.77,64.76,0.82,0.42,7,0.09128081849593646,4,4,3
2017-03-09,Dhaka,Upazila_6,22.9949,89.3353,28.88,138.68,64.21,0.52,0.18,5,0.06089322572238962,2,8,5
2017-03-09,Dhaka,Upazila_7,23.7916,89.6005,29.32,79.7,70.67,0.31,0.21,8,0.02046069462188407,5,7,4
2017-03-09,Dhaka,Upazila_8,22.6614,89.0821,30.27,88.06,61.5,0.35,0.35,6,0.09688413255316564,2,7,6
2017-03-09,Dhaka,Upazila_9,22.4596,90.4114,29.77,120.14,84.76,0.3,0.13,4,0.10050210861143197,2,4,5
2017-03-09,Dhaka,Upazila_10,22.0958,89.6833,28.38,60.1,70.48,0.69,0.12,5,0.19337595379824543,8,5,5
2017-03-09,Chittagong,Upazila_1,22.419,90.4587,29.67,91.02,62.77,0.56,0.1,1,0.1196280945140083,2,8,8
2017-03-09,Chittagong,Upazila_2,23.3917,90.7229,28.22,13.52,77.52,0.46,0.36,4,0.03509061905076103,2,4,3
2017-03-09,Chittagong,Upazila_3,22.5776,90.1071,29.22,110.01,74.8,0.52,0.15,8,0.10802791835064562,3,4,6
2017-03-09,Chittagong,Upazila_4,22.3845,90.1814,29.42,114.92,70.0,0.7,0.28,4,0.07492949644505818,3,6,2
2017-03-09,Chittagong,Upazila_5,22.629,89.1908,31.99,52.7,73.97,0.75,0.18,4,0.13512587990033484,3,8,4
2017-03-09,Chittagong,Upazila_6,22.5937,89.23,29.09,112.09,64.07,0.49,0.12,5,0.13793123155715506,4,8,6
2017-03-09,Chittagong,Upazila_7,23.4597,90.6264,30.93,56.99,62.6,0.38,0.41,2,0.10505845070307461,1,6,3
2017-03-09,Chittagong,Upazila_8,22.322,89.8745,31.37,35.42,75.9,0.48,0.28,5,0.055424302372057845,3,11,8
2017-03-09,Chittagong,Upazila_9,23.2596,89.8117,31.18,125.56,65.16,0.76,0.32,6,0.04259774380066326,1,10,2
2017-03-09,Chittagong,Upazila_10,22.8783,90.4258,29.98,99.47,67.3,0.58,0.2,8,0.07759355395834783,3,4,4
2017-03-09,Rajshahi,Upazila_1,22.5208,90.0816,30.45,37.24,76.15,0.22,0.35,6,0.04190458064823526,2,9,4
2017-03-09,Rajshahi,Upazila_2,23.957,89.3142,31.2,130.04,77.15,0.24,0.16,7,0.19463817377657233,3,13,2
2017-03-09,Rajshahi,Upazila_3,22.2375,89.6164,29.37,152.78,63.09,0.74,0.39,3,0.14842425111015767,5,6,2
2017-03-09,Rajshahi,Upazila_4,22.1681,89.0908,29.33,60.76,62.35,0.49,0.37,3,0.10888362496143365,4,9,4
2017-03-09,Rajshahi,Upazila_5,22.1535,90.2323,26.65,162.9,66.99,0.5,0.29,3,0.07681345889870811,2,4,4
2017-03-09,Rajshahi,Upazila_6,23.6566,90.478,28.85,54.71,68.51,0.2,0.15,4,0.13630994840194502,3,5,4
2017-03-09,Rajshahi,Upazila_7,22.1786,89.0339,30.51,109.13,75.94,0.44,0.4,3,0.1466088814006053,2,4,1
2017-03-09,Rajshahi,Upazila_8,23.0545,90.2659,28.69,85.45,78.92,0.75,0.48,3,0.11748201295061277,3,8,2
2017-03-09,Rajshahi,Upazila_9,22.2217,90.2796,29.08,113.32,83.61,0.4,0.34,5,0.052280876913190305,7,2,5
2017-03-09,Rajshahi,Upazila_10,22.9674,90.8357,29.67,118.44,86.89,0.28,0.22,3,0.16305997179364032,3,9,4
2017-03-09,Khulna,Upazila_1,22.04,89.0271,30.95,103.46,89.23,0.21,0.27,4,0.10234518684154881,1,9,1
2017-03-09,Khulna,Upazila_2,22.9372,90.4054,30.87,105.65,72.93,0.67,0.4,4,0.0257560526037278,4,9,4
2017-03-09,Khulna,Upazila_3,23.1463,90.6127,29.14,152.49,89.98,0.82,0.3,6,0.10997186173055183,0,7,4
2017-03-09,Khulna,Upazila_4,23.0724,90.7438,30.24,139.38,62.9,0.45,0.38,4,0.11169140731110908,3,5,7
2017-03-09,Khulna,Upazila_5,23.0526,89.0344,31.08,122.39,85.27,0.73,0.18,2,0.13652373307304697,3,7,6
